,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
4387,General Dentistry | Cosmetic Dentists,San Jose,US,Gabucan Family Dentistry,(408) 238-1600,5.0,66,CA,1693 Flanigan Dr - Ste 102,https://www.yelp.com/biz/gabucan-family-dentistry-san-jose,gabucan-family-dentistry-san-jose,95121
4388,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,South Bay Dental Center & Orthodontics,(408) 259-8899,4.5,87,CA,2505 Berryessa Rd,https://www.yelp.com/biz/south-bay-dental-center-and-orthodontics-san-jose-3,south-bay-dental-center-and-orthodontics-san-jose-3,95132
4389,General Dentistry | Cosmetic Dentists,San Jose,US,Smiles of San Jose,(408) 251-3766,5.0,41,CA,155 N Jackson Ave - Ste 202,https://www.yelp.com/biz/smiles-of-san-jose-san-jose-2,smiles-of-san-jose-san-jose-2,95116
4390,Cosmetic Dentists,San Jose,US,"Nancy Trinh, DDS",(408) 226-8620,5.0,43,CA,827 Blossom Hill Rd - Ste W6,https://www.yelp.com/biz/nancy-trinh-dds-san-jose-2,nancy-trinh-dds-san-jose-2,95123
4391,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,Blossom Valley Smiles Dental Group & Orthodontics,(408) 269-0337,5.0,40,CA,5595 Winfield Blvd - Ste 206,https://www.yelp.com/biz/blossom-valley-smiles-dental-group-and-orthodontics-san-jose,blossom-valley-smiles-dental-group-and-orthodontics-san-jose,95123
4392,Orthodontists,San Jose,US,Care Orthodontics,(408) 971-2885,4.5,83,CA,88 Tully Rd - Ste 113,https://www.yelp.com/biz/care-orthodontics-san-jose-4,care-orthodontics-san-jose-4,95111
4393,Cosmetic Dentists | General Dentistry | Oral Surgeons,San Jose,US,The Dental Dimensions,(408) 225-6815,5.0,36,CA,5710 Cahalan Ave - Ste 3,https://www.yelp.com/biz/the-dental-dimensions-san-jose,the-dental-dimensions-san-jose,95123
4394,Cosmetic Dentists | Oral Surgeons | Endodontists,San Jose,US,San Jose Smile Center,(408) 227-5012,4.5,65,CA,827 Blossom Hill Rd - Ste E3,https://www.yelp.com/biz/san-jose-smile-center-san-jose-3,san-jose-smile-center-san-jose-3,95123
4395,General Dentistry | Periodontists | Cosmetic Dentists,San Jose,US,"Michael O Bambico, DDS",(408) 259-1004,4.5,55,CA,150 N Jackson Ave - Ste 103,https://www.yelp.com/biz/michael-o-bambico-dds-san-jose-3,michael-o-bambico-dds-san-jose-3,95116
4396,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,"Victor D Woodlief, DMD and Associates",(408) 258-5054,4.5,59,CA,750 N Capitol Ave - Ste A2,https://www.yelp.com/biz/victor-d-woodlief-dmd-and-associates-san-jose-4,victor-d-woodlief-dmd-and-associates-san-jose-4,95133
4397,General Dentistry | Cosmetic Dentists,San Jose,US,Viva Dental Group,(408) 272-8883,4.5,50,CA,1075 S White Rd - Ste 60,https://www.yelp.com/biz/viva-dental-group-san-jose,viva-dental-group-san-jose,95127
4398,Cosmetic Dentists | General Dentistry | Endodontists,San Jose,US,"Grant F Shimizu, DDS",(408) 923-5511,4.5,41,CA,2664 Berryessa Rd - Ste 203,https://www.yelp.com/biz/grant-f-shimizu-dds-san-jose-3,grant-f-shimizu-dds-san-jose-3,95132
4399,General Dentistry | Cosmetic Dentists | Endodontists,San Jose,US,Ghadiri Comprehensive Dentistry,(408) 578-4200,5.0,29,CA,704 Blossom Hill Rd - Ste 105,https://www.yelp.com/biz/ghadiri-comprehensive-dentistry-san-jose-2,ghadiri-comprehensive-dentistry-san-jose-2,95123
4400,Cosmetic Dentists | General Dentistry | Periodontists,San Jose,US,"Steve P Trinh, DDS",(408) 280-7070,4.5,46,CA,478 E Santa Clara St - Ste 103,https://www.yelp.com/biz/steve-p-trinh-dds-san-jose,steve-p-trinh-dds-san-jose,95112
4401,Orthodontists,San Jose,US,Rafati Orthodontics,(408) 226-1234,4.5,38,CA,827 Blossom Hill Rd - Ste E2,https://www.yelp.com/biz/rafati-orthodontics-san-jose,rafati-orthodontics-san-jose,95123
4402,General Dentistry | Oral Surgeons | Orthodontists,San Jose,US,Jamah Dental Care & Dental Implant Center,(408) 578-5911,4.5,67,CA,"5710 Cahalan Ave - Ste K, Bldg 8",https://www.yelp.com/biz/jamah-dental-care-and-dental-implant-center-san-jose,jamah-dental-care-and-dental-implant-center-san-jose,95123
4403,General Dentistry | Cosmetic Dentists | Pediatric Dentists,San Jose,US,Quality Dental Care - San Jose,(408) 448-3888,4.5,41,CA,511 W Capitol Expy,https://www.yelp.com/biz/quality-dental-care-san-jose-san-jose-3,quality-dental-care-san-jose-san-jose-3,95136
4404,General Dentistry,San Jose,US,"Peter N Pham, DDS",(408) 926-3550,5.0,24,CA,150 N Jackson Ave - Ste 109,https://www.yelp.com/biz/peter-n-pham-dds-san-jose,peter-n-pham-dds-san-jose,95116
4405,General Dentistry,San Jose,US,"Justine Chen, DDS - McKee Family Dental",(408) 729-8888,5.0,23,CA,2360 McKee Rd - Ste 2,https://www.yelp.com/biz/justine-chen-dds-mckee-family-dental-san-jose,justine-chen-dds-mckee-family-dental-san-jose,95116
4406,General Dentistry | Cosmetic Dentists | Endodontists,San Jose,US,"Silicon Valley Dental Care - Martin Hatzke, DDS",(408) 224-1333,4.5,31,CA,5595 Winfield Blvd,https://www.yelp.com/biz/silicon-valley-dental-care-martin-hatzke-dds-san-jose-2,silicon-valley-dental-care-martin-hatzke-dds-san-jose-2,95123
4407,Cosmetic Dentists | General Dentistry,San Jose,US,Marcy Kazeminy DDS - Perla Family Dental,(408) 755-0797,4.5,51,CA,1676 Story Rd,https://www.yelp.com/biz/marcy-kazeminy-dds-perla-family-dental-san-jose,marcy-kazeminy-dds-perla-family-dental-san-jose,95122
4408,General Dentistry | Cosmetic Dentists,San Jose,US,Sweet Tooth Care,(408) 629-3366,5.0,33,CA,393 Blossom Hill Rd - Ste 150,https://www.yelp.com/biz/sweet-tooth-care-san-jose,sweet-tooth-care-san-jose,95123
4409,General Dentistry,San Jose,US,Healthy Smiles Family Dentistry,(408) 258-1323,4.5,37,CA,2664 Berryessa Rd - Ste 107,https://www.yelp.com/biz/healthy-smiles-family-dentistry-san-jose,healthy-smiles-family-dentistry-san-jose,95132
4410,General Dentistry,San Jose,US,Alexian Dental Group,(408) 251-8851,5.0,23,CA,200 N Jackson Ave - Ste B,https://www.yelp.com/biz/alexian-dental-group-san-jose-2,alexian-dental-group-san-jose-2,95116
4411,General Dentistry,San Jose,US,Ailan Dental Care,(408) 528-7878,4.5,32,CA,2042 Tully Rd,https://www.yelp.com/biz/ailan-dental-care-san-jose,ailan-dental-care-san-jose,95122
4412,General Dentistry | Cosmetic Dentists,San Jose,US,"Colin Ilas, DDS",(408) 928-1450,4.5,32,CA,1206 N Capitol Ave - Ste 101,https://www.yelp.com/biz/colin-ilas-dds-san-jose,colin-ilas-dds-san-jose,95132
4413,General Dentistry | Cosmetic Dentists | Periodontists,San Jose,US,Monte Dental Group,(408) 259-2214,5.0,20,CA,1000 S White Rd - Ste 210,https://www.yelp.com/biz/monte-dental-group-san-jose,monte-dental-group-san-jose,95127
4414,Oral Surgeons,San Jose,US,"Paul J Carroll, DDS",(408) 265-9600,5.0,24,CA,5589 Winfield Blvd - Ste 110,https://www.yelp.com/biz/paul-j-carroll-dds-san-jose,paul-j-carroll-dds-san-jose,95123
4415,Cosmetic Dentists | General Dentistry | Orthodontists,San Jose,US,Pannu Dental Group,(408) 272-3330,4.0,51,CA,145 N. Jackson Ave - Ste 101,https://www.yelp.com/biz/pannu-dental-group-san-jose-2,pannu-dental-group-san-jose-2,95116
4416,Orthodontists | General Dentistry | Cosmetic Dentists,San Jose,US,Manila Dental Center III & Orthodontics,(408) 729-8880,4.5,39,CA,1605 Tully Rd,https://www.yelp.com/biz/manila-dental-center-iii-and-orthodontics-san-jose,manila-dental-center-iii-and-orthodontics-san-jose,95122
4417,General Dentistry | Endodontists | Orthodontists,San Jose,US,"Tom H Clark, DDS - Sedation Dentistry of San Jose",(408) 224-8400,5.0,22,CA,827 Blossom Hill Rd - Ste E5,https://www.yelp.com/biz/tom-h-clark-dds-sedation-dentistry-of-san-jose-san-jose,tom-h-clark-dds-sedation-dentistry-of-san-jose-san-jose,95123
4418,Endodontists,San Jose,US,GreenRoot Endodontics & Microsurgery,(408) 259-2090,4.5,34,CA,750 N Capitol Ave - Ste A1,https://www.yelp.com/biz/greenroot-endodontics-and-microsurgery-san-jose,greenroot-endodontics-and-microsurgery-san-jose,95133
4419,General Dentistry | Cosmetic Dentists,San Jose,US,Hamada Family Dentistry,(408) 528-1131,5.0,15,CA,1569 Lexann Ave - Ste 218 & 216,https://www.yelp.com/biz/hamada-family-dentistry-san-jose-3,hamada-family-dentistry-san-jose-3,95121
4420,General Dentistry,San Jose,US,"Huang Raymond S, DMD",(408) 293-3215,5.0,13,CA,25 N 14th St - Ste 860,https://www.yelp.com/biz/huang-raymond-s-dmd-san-jose,huang-raymond-s-dmd-san-jose,95112
4421,Dentists,San Jose,US,"Monika Levkovic, DDS",(408) 629-2181,5.0,16,CA,418 Blossom Hill Rd,https://www.yelp.com/biz/monika-levkovic-dds-san-jose,monika-levkovic-dds-san-jose,95123
4422,General Dentistry | Orthodontists | Periodontists,San Jose,US,Almaden Dental Associates,(408) 224-0404,5.0,17,CA,841 Blossom Hill Rd - Ste 213,https://www.yelp.com/biz/almaden-dental-associates-san-jose,almaden-dental-associates-san-jose,95123
4423,General Dentistry | Cosmetic Dentists | Oral Surgeons,San Jose,US,Excel Dental Implant Center,(408) 280-7618,4.5,24,CA,88 Tully Rd - Ste 112,https://www.yelp.com/biz/excel-dental-implant-center-san-jose,excel-dental-implant-center-san-jose,95111
4424,Orthodontists | General Dentistry | Pediatric Dentists,San Jose,US,iDental,(408) 929-2222,4.5,32,CA,2110 Story Rd - Ste 150,https://www.yelp.com/biz/idental-san-jose-3,idental-san-jose-3,95122
4425,General Dentistry,San Jose,US,"David T Suezaki, DMD",(408) 251-0547,5.0,14,CA,250 Montclair Ave - Ste C,https://www.yelp.com/biz/david-t-suezaki-dmd-san-jose,david-t-suezaki-dmd-san-jose,95116
4426,General Dentistry,San Jose,US,Cosmo Dental Care,(408) 254-6868,5.0,17,CA,2110 Story Rd - Ste 200,https://www.yelp.com/biz/cosmo-dental-care-san-jose,cosmo-dental-care-san-jose,95122
4427,Pediatric Dentists,San Jose,US,"Gregory Wolkstein, DDS",(408) 578-6550,4.5,37,CA,841 Blossom Hill Rd - Ste 210,https://www.yelp.com/biz/gregory-wolkstein-dds-san-jose-2,gregory-wolkstein-dds-san-jose-2,95123
4428,Cosmetic Dentists | General Dentistry,San Jose,US,Genie Dental Group,(408) 347-8880,5.0,12,CA,2232 Alum Rock Ave - Ste 30,https://www.yelp.com/biz/genie-dental-group-san-jose-2,genie-dental-group-san-jose-2,95116
4429,General Dentistry | Cosmetic Dentists,San Jose,US,"Katherina White, DDS",(408) 365-7767,5.0,21,CA,5595 Winfield Blvd - Ste 212,https://www.yelp.com/biz/katherina-white-dds-san-jose-2,katherina-white-dds-san-jose-2,95123
4430,Pediatric Dentists | Cosmetic Dentists | General Dentistry,San Jose,US,Dentistry for Children and Young Adults,(408) 226-0323,4.5,31,CA,704 Blossom Hill Rd - Ste 104,https://www.yelp.com/biz/dentistry-for-children-and-young-adults-san-jose,dentistry-for-children-and-young-adults-san-jose,95123
4431,General Dentistry,San Jose,US,Star Dental,(408) 326-2777,4.5,16,CA,2114 Senter Rd - Ste 4,https://www.yelp.com/biz/star-dental-san-jose-2,star-dental-san-jose-2,95112
4432,General Dentistry,San Jose,US,"Prasad Anupam, DDS",(408) 259-4663,5.0,13,CA,155 N Jackson Ave - Ste 203,https://www.yelp.com/biz/prasad-anupam-dds-san-jose,prasad-anupam-dds-san-jose,95116
4433,Orthodontists | General Dentistry | Cosmetic Dentists,San Jose,US,Manila Dental Center,(408) 272-9000,4.5,30,CA,3087 Mckee Rd,https://www.yelp.com/biz/manila-dental-center-san-jose-6,manila-dental-center-san-jose-6,95127
4434,General Dentistry,San Jose,US,Wong Les M DDS,(408) 224-2000,5.0,17,CA,827 Blossom Hill Rd,https://www.yelp.com/biz/wong-les-m-dds-san-jose,wong-les-m-dds-san-jose,95123
4435,General Dentistry | Cosmetic Dentists | Teeth Whitening,San Jose,US,"Nancy Shiba, DDS",(408) 929-8991,5.0,12,CA,125 N Jackson Ave - Ste 103,https://www.yelp.com/biz/nancy-shiba-dds-san-jose,nancy-shiba-dds-san-jose,95116
4436,Cosmetic Dentists | General Dentistry,San Jose,US,Blossom River Dental,(408) 629-4595,5.0,12,CA,5595 Winfield Blvd - Ste 104,https://www.yelp.com/biz/blossom-river-dental-san-jose,blossom-river-dental-san-jose,95123
4437,General Dentistry | Endodontists | Cosmetic Dentists,San Jose,US,"Danny T Nguyen, DDS - Berryessa Dental",(408) 272-4943,4.5,17,CA,1725 Berryessa Rd - Ste A,https://www.yelp.com/biz/danny-t-nguyen-dds-berryessa-dental-san-jose,danny-t-nguyen-dds-berryessa-dental-san-jose,95131
4438,General Dentistry,San Jose,US,Newgen Dental,(408) 258-5555,4.5,22,CA,788 N King Rd - Ste 10,https://www.yelp.com/biz/newgen-dental-san-jose,newgen-dental-san-jose,95133
4439,General Dentistry | Cosmetic Dentists,San Jose,US,"Timothy Corcoran, DDS",(408) 578-7121,4.5,18,CA,827 Blossom Hill Rd - Ste E-7,https://www.yelp.com/biz/timothy-corcoran-dds-san-jose,timothy-corcoran-dds-san-jose,95123
4440,General Dentistry,San Jose,US,"Angelita Y Luciano, DMD",(408) 258-3584,5.0,13,CA,750 N Captiol Ave - Ste B-6,https://www.yelp.com/biz/angelita-y-luciano-dmd-san-jose,angelita-y-luciano-dmd-san-jose,95133
4441,General Dentistry,San Jose,US,Sierra Family Dental care,(408) 272-4229,4.5,24,CA,2652 Alum Rock Ave - Ste A,https://www.yelp.com/biz/sierra-family-dental-care-san-jose,sierra-family-dental-care-san-jose,95116
4442,Oral Surgeons,San Jose,US,Berryessa Oral Surgery,(408) 729-9000,4.0,38,CA,2664 Berryessa Rd - Ste 106,https://www.yelp.com/biz/berryessa-oral-surgery-san-jose,berryessa-oral-surgery-san-jose,95132
4443,General Dentistry,San Jose,US,Sikka Dental,(408) 259-1280,4.0,39,CA,150 N Jackson Ave - Ste 203,https://www.yelp.com/biz/sikka-dental-san-jose,sikka-dental-san-jose,95116
4444,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Sinsay Family Dental,(408) 923-5715,4.5,14,CA,125 N Jackson Ave - Ste 209,https://www.yelp.com/biz/sinsay-family-dental-san-jose,sinsay-family-dental-san-jose,95116
4445,General Dentistry | Cosmetic Dentists,San Jose,US,The Dental Center,(408) 287-8585,4.5,16,CA,1040 McLaughlin Ave - Ste A,https://www.yelp.com/biz/the-dental-center-san-jose,the-dental-center-san-jose,95122
4446,General Dentistry | Endodontists | Cosmetic Dentists,San Jose,US,Berryessa Dental Spa,(408) 254-1760,4.5,25,CA,2664 Berryessa Rd - Ste 104,https://www.yelp.com/biz/berryessa-dental-spa-san-jose,berryessa-dental-spa-san-jose,95132
4447,Oral Surgeons | General Dentistry,San Jose,US,Evergreen Dental Group,(408) 274-9600,5.0,9,CA,3162 Newberry Dr,https://www.yelp.com/biz/evergreen-dental-group-san-jose,evergreen-dental-group-san-jose,95118
4448,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,"Jeffrey Neuroth, DDS",,5.0,11,CA,,https://www.yelp.com/biz/jeffrey-neuroth-dds-san-jose,jeffrey-neuroth-dds-san-jose,95118
4449,General Dentistry | Cosmetic Dentists,San Jose,US,Open Path Dental,(408) 440-8277,5.0,10,CA,672 Blossom Hill Rd,https://www.yelp.com/biz/open-path-dental-san-jose,open-path-dental-san-jose,95123
4450,General Dentistry,San Jose,US,Morrill Dental Care,(408) 259-9333,5.0,11,CA,2664 Berryessa Rd,https://www.yelp.com/biz/morrill-dental-care-san-jose,morrill-dental-care-san-jose,95132
4451,General Dentistry | Pediatric Dentists | Cosmetic Dentists,San Jose,US,Esthetic Dental Care,(408) 347-1773,4.5,12,CA,3151 Alum Rock Ave,https://www.yelp.com/biz/esthetic-dental-care-san-jose-3,esthetic-dental-care-san-jose-3,95127
4452,General Dentistry | Cosmetic Dentists | Orthodontists,San Jose,US,"H S Mangat, DDS",(408) 272-2424,4.5,14,CA,1625 Tully Rd - Ste E - Mangat Dental Center,https://www.yelp.com/biz/h-s-mangat-dds-san-jose-3,h-s-mangat-dds-san-jose-3,95122
4453,Cosmetic Dentists | General Dentistry | Orthodontists,San Jose,US,"Emilia Suarez Croy, DMD- Mt. Pleasant Dental Care",(408) 259-0458,4.5,16,CA,3068 Story Rd,https://www.yelp.com/biz/emilia-suarez-croy-dmd-mt-pleasant-dental-care-san-jose,emilia-suarez-croy-dmd-mt-pleasant-dental-care-san-jose,95127
4454,General Dentistry | Periodontists | Cosmetic Dentists,San Jose,US,"Irma A Francisco, DDS",(408) 264-5880,4.0,31,CA,4750 Almaden Expy - Ste 152,https://www.yelp.com/biz/irma-a-francisco-dds-san-jose,irma-a-francisco-dds-san-jose,95118
4455,Endodontists,San Jose,US,"Karim Malek, DMD",(408) 225-7010,4.0,33,CA,704 Blossom Hill Rd - Ste 107,https://www.yelp.com/biz/karim-malek-dmd-san-jose,karim-malek-dmd-san-jose,95123
4456,General Dentistry,San Jose,US,La Rosa Dental Care,(408) 272-0919,5.0,9,CA,1870 Alum Rock Ave - Ste B,https://www.yelp.com/biz/la-rosa-dental-care-san-jose,la-rosa-dental-care-san-jose,95116
4457,Orthodontists | Cosmetic Dentists,San Jose,US,OrthoWorks Invisalign and Braces,(408) 995-5009,5.0,8,CA,2114 Senter Rd 8,https://www.yelp.com/biz/orthoworks-invisalign-and-braces-san-jose,orthoworks-invisalign-and-braces-san-jose,95112
4458,General Dentistry | Cosmetic Dentists,San Jose,US,New-Tech Dental Care,(408) 573-8088,4.5,13,CA,1728 Hostetter Rd,https://www.yelp.com/biz/new-tech-dental-care-san-jose,new-tech-dental-care-san-jose,95131
4459,Cosmetic Dentists | Oral Surgeons | Periodontists,San Jose,US,Optima Dental,(408) 362-9690,4.0,35,CA,925 Blossom Hill Rd - Ste 1223,https://www.yelp.com/biz/optima-dental-san-jose,optima-dental-san-jose,95123
4460,General Dentistry,San Jose,US,"Barbara Wu, DDS",(408) 259-3383,4.5,12,CA,125 N Jackson Ave - Ste 203,https://www.yelp.com/biz/barbara-wu-dds-san-jose,barbara-wu-dds-san-jose,95116
4461,Orthodontists,San Jose,US,Image Orthodontics,(877) 512-5472,4.0,21,CA,2664 Berryessa Rd - Ste 108,https://www.yelp.com/biz/image-orthodontics-san-jose,image-orthodontics-san-jose,95132
4462,Orthodontists,San Jose,US,Braces 2000,(408) 937-4757,4.5,14,CA,1863 Alum Rock Ave - Ste C,https://www.yelp.com/biz/braces-2000-san-jose-2,braces-2000-san-jose-2,95116
4463,Orthodontists,San Jose,US,"Nguyen Can, DMD, MS",(408) 995-5009,5.0,9,CA,2114 Senter Rd - Ste 8,https://www.yelp.com/biz/nguyen-can-dmd-ms-san-jose-2,nguyen-can-dmd-ms-san-jose-2,95112
4464,General Dentistry,San Jose,US,"James M Masuda, DDS",(408) 225-2425,5.0,9,CA,704 Blossom Hill Rd - Ste 106,https://www.yelp.com/biz/james-m-masuda-dds-san-jose,james-m-masuda-dds-san-jose,95123
4465,General Dentistry,San Jose,US,"Al R Abad, DDS",(408) 272-3809,5.0,9,CA,2664 Berryessa Rd - Ste 212,https://www.yelp.com/biz/al-r-abad-dds-san-jose,al-r-abad-dds-san-jose,95132
4466,General Dentistry,San Jose,US,MacAraeg Arline Guinto DMD,(408) 258-9943,5.0,8,CA,125 N Jackson Ave,https://www.yelp.com/biz/macaraeg-arline-guinto-dmd-san-jose,macaraeg-arline-guinto-dmd-san-jose,95116
4467,Oral Surgeons | General Dentistry | Cosmetic Dentists,San Jose,US,"Dennis Baik, DDS",(408) 676-5321,4.0,18,CA,827 Blossom Hill Rd - Ste E-4,https://www.yelp.com/biz/dennis-baik-dds-san-jose,dennis-baik-dds-san-jose,95123
4468,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,Pannu Dental Group,(408) 270-2847,4.0,15,CA,1569 Lexann Ave - Ste 212,https://www.yelp.com/biz/pannu-dental-group-san-jose-3,pannu-dental-group-san-jose-3,95121
4469,General Dentistry,San Jose,US,"Mai Huong Nguyen, DDS",(408) 937-9229,5.0,8,CA,1657 McKee Rd - Ste 40,https://www.yelp.com/biz/mai-huong-nguyen-dds-san-jose,mai-huong-nguyen-dds-san-jose,95116
4470,General Dentistry | Orthodontists | Cosmetic Dentists,San Jose,US,Precious Smile Dental,(408) 453-9800,4.0,28,CA,1728 Hostetter Rd - Ste 60,https://www.yelp.com/biz/precious-smile-dental-san-jose,precious-smile-dental-san-jose,95131
4471,Orthodontists,San Jose,US,"Kenneth Y Kai, DDS MSD - Kai Orthodontics",(408) 258-7141,4.0,17,CA,250 Montclair Ave - Ste A,https://www.yelp.com/biz/kenneth-y-kai-dds-msd-kai-orthodontics-san-jose,kenneth-y-kai-dds-msd-kai-orthodontics-san-jose,95116
4472,Oral Surgeons,San Jose,US,"Joseph C McMurray, DMD, MBA",(408) 226-2872,3.5,41,CA,5595 Winfield Blvd - Ste 202,https://www.yelp.com/biz/joseph-c-mcmurray-dmd-mba-san-jose-2,joseph-c-mcmurray-dmd-mba-san-jose-2,95123
4473,General Dentistry | Cosmetic Dentists | Endodontists,San Jose,US,"Peter Lee, DDS",(408) 978-8888,4.5,15,CA,1095 Branham Ln - Ste 101 - Lee Dental Group,https://www.yelp.com/biz/peter-lee-dds-san-jose-4,peter-lee-dds-san-jose-4,95136
4474,Pediatric Dentists | General Dentistry,San Jose,US,"Bui, Uyen Khanh DDS - Enriquez, Victor, DDS",(408) 225-1885,5.0,7,CA,88 Tully Rd - Ste 115,https://www.yelp.com/biz/bui-uyen-khanh-dds-enriquez-victor-dds-san-jose-2,bui-uyen-khanh-dds-enriquez-victor-dds-san-jose-2,95111
4475,General Dentistry | Cosmetic Dentists | Periodontists,San Jose,US,Healthy Smiles Dental Care,(408) 226-6683,4.0,25,CA,5595 Winfield Blvd - Ste 108,https://www.yelp.com/biz/healthy-smiles-dental-care-san-jose,healthy-smiles-dental-care-san-jose,95123
4476,General Dentistry | Cosmetic Dentists,San Jose,US,"Kelly Thanh, DDS",(408) 972-2835,5.0,7,CA,414 W Capitol Expy - Ste 20,https://www.yelp.com/biz/kelly-thanh-dds-san-jose,kelly-thanh-dds-san-jose,95136
4477,General Dentistry | Endodontists,San Jose,US,Pearl Dental Group,(408) 531-8080,5.0,8,CA,3005 Silvercreek Rd - Ste 198,https://www.yelp.com/biz/pearl-dental-group-san-jose,pearl-dental-group-san-jose,95121
4478,Pediatric Dentists | Orthodontists | General Dentistry,San Jose,US,Western Dental Kids,(408) 240-0250,2.5,111,CA,1153 S King Rd,https://www.yelp.com/biz/western-dental-kids-san-jose,western-dental-kids-san-jose,95122
4479,General Dentistry | Cosmetic Dentists,San Jose,US,"Bernard Aitchison, DDS",(408) 259-1632,4.5,9,CA,2664 Berryessa Rd - Ste 202,https://www.yelp.com/biz/bernard-aitchison-dds-san-jose-3,bernard-aitchison-dds-san-jose-3,95132
4480,General Dentistry | Orthodontists | Pediatric Dentists,San Jose,US,AZ Dental,(408) 295-1100,3.0,53,CA,2195 Monterey Hwy - Ste 30,https://www.yelp.com/biz/az-dental-san-jose,az-dental-san-jose,95125
4481,Orthodontists | Cosmetic Dentists | General Dentistry,San Jose,US,Accu Dental & Orthodontics,(408) 978-2500,4.0,28,CA,1180 Blossom Hill Rd - Ste 4,https://www.yelp.com/biz/accu-dental-and-orthodontics-san-jose,accu-dental-and-orthodontics-san-jose,95118
4482,General Dentistry | Cosmetic Dentists | Teeth Whitening,San Jose,US,"Suman Sra, DDS - Mayfair Dentistry",(408) 923-8500,5.0,6,CA,750 N Capitol Ave - Ste C-1,https://www.yelp.com/biz/suman-sra-dds-mayfair-dentistry-san-jose,suman-sra-dds-mayfair-dentistry-san-jose,95133
4483,General Dentistry,San Jose,US,Tk Dental,(408) 251-0118,4.5,10,CA,2344 McKee Rd,https://www.yelp.com/biz/tk-dental-san-jose,tk-dental-san-jose,95116
4484,Cosmetic Dentists | General Dentistry | Endodontists,San Jose,US,Oakridge Smiles,(408) 284-1234,4.5,12,CA,5406 Thornwood Dr - Ste 100,https://www.yelp.com/biz/oakridge-smiles-san-jose,oakridge-smiles-san-jose,95123
4485,Pediatric Dentists,San Jose,US,"Shawn Taheri DDS, MS",(408) 226-0323,3.0,41,CA,704 Blossom Hill Rd - Ste 104,https://www.yelp.com/biz/shawn-taheri-dds-ms-san-jose-4,shawn-taheri-dds-ms-san-jose-4,95123
4486,General Dentistry | Endodontists | Cosmetic Dentists,San Jose,US,"Juan Diego Sahagun, DDS",(408) 251-3750,5.0,6,CA,2340 Mckee Rd - Ste 4,https://www.yelp.com/biz/juan-diego-sahagun-dds-san-jose-3,juan-diego-sahagun-dds-san-jose-3,95116
4487,General Dentistry,San Jose,US,"Paul Kan, DDS",(408) 729-6787,4.5,10,CA,2340 McKee Rd - Ste 1,https://www.yelp.com/biz/paul-kan-dds-san-jose,paul-kan-dds-san-jose,95116
4488,General Dentistry,San Jose,US,"Carlos A Ascencio, DDS, Inc.",(408) 347-9401,5.0,7,CA,2344 McKee Rd - Ste 40,https://www.yelp.com/biz/carlos-a-ascencio-dds-inc-san-jose-2,carlos-a-ascencio-dds-inc-san-jose-2,95116
4489,General Dentistry | Cosmetic Dentists,San Jose,US,CD Dental Care,(408) 223-2393,5.0,6,CA,3005 Silver Creek Rd - Ste 156,https://www.yelp.com/biz/cd-dental-care-san-jose,cd-dental-care-san-jose,95121
4490,Endodontists | Periodontists | Orthodontists,San Jose,US,"Imelda Nagtalon, DDS - Family Dental Care",(408) 993-8491,5.0,6,CA,1175 E Julian St - Ste 4,https://www.yelp.com/biz/imelda-nagtalon-dds-family-dental-care-san-jose-2,imelda-nagtalon-dds-family-dental-care-san-jose-2,95116
4491,General Dentistry | Cosmetic Dentists | Periodontists,San Jose,US,"Dick W Koo, DDS",(408) 578-4700,5.0,7,CA,827 Blossom Hill Rd - Ste E-8,https://www.yelp.com/biz/dick-w-koo-dds-san-jose-2,dick-w-koo-dds-san-jose-2,95123
4492,Dentists,San Jose,US,Don A. Stevenson DDS,(408) 259-4515,5.0,7,CA,150 N Jackson Ave - Ste 204,https://www.yelp.com/biz/don-a-stevenson-dds-san-jose,don-a-stevenson-dds-san-jose,95173
4493,General Dentistry,San Jose,US,Tien Manh Tran DDS,(408) 227-7264,4.5,8,CA,3124 Senter Rd,https://www.yelp.com/biz/tien-manh-tran-dds-san-jose-3,tien-manh-tran-dds-san-jose-3,95111
4494,General Dentistry,San Jose,US,The Dental Connection,(408) 972-2100,4.5,10,CA,5710 Cahalan Ave - Ste 4,https://www.yelp.com/biz/the-dental-connection-san-jose,the-dental-connection-san-jose,95123
4495,Cosmetic Dentists | General Dentistry,San Jose,US,Blossom Family Dentistry,(408) 362-9000,4.5,11,CA,5651 Snell Ave,https://www.yelp.com/biz/blossom-family-dentistry-san-jose,blossom-family-dentistry-san-jose,95123
4496,Pediatric Dentists,San Jose,US,"Derek W Banks, DDS - Banks Pediatric",(408) 258-5244,5.0,6,CA,750 N Capitol Ave - Ste C2,https://www.yelp.com/biz/derek-w-banks-dds-banks-pediatric-san-jose-3,derek-w-banks-dds-banks-pediatric-san-jose-3,95133
